deviceModel,MODULAIR
deviceID,e00fce68cdf35636c8b4be69
deviceSN,MOD-00397
timestamp_iso,sku,fw,connection_status,flag,sampleNo,soc,bat_voltage,sample_temp,sample_rh,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin1MToF,bin3MToF,bin5MToF,bin7MToF,sample_period,sample_flow,opc_temp,opc_rh,opc_pm1,opc_pm25,opc_pm10,laser_status,pm1_std,pm25_std,pm10_std,pm1_env,pm25_env,pm10_env,neph_bin0,neph_bin1,neph_bin2,neph_bin3,neph_bin4,neph_bin5,ws,wd,co_we,co_ae,no_we,no_ae,no2_we,no2_ae,ox_we,ox_ae,co2_raw,
2024-08-16T06:00:44Z,031,12,0,243,1,100.00,4.27,21.50,88.27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194979.00,3.700,21.58,88.96,0.000,0.000,0.000,590,34.00,54.00,55.00,29.00,45.00,53.00,5454.00,1496.00,334.00,25.00,1.00,0.00,0.000,0.000,3303.375,0.094,3303.344,3303.594,294.938,1725.938,3298.688,-3.562,1110.812
2024-08-16T06:01:10Z,031,12,0,243,1,100.00,4.30,21.50,89.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194979.00,3.700,21.97,88.01,0.000,0.000,0.000,590,40.00,64.00,65.00,30.00,49.00,58.00,6381.00,1805.00,413.00,31.00,1.00,0.00,0.323,62.000,3303.375,0.125,3303.375,3303.750,1024.875,1707.750,3298.688,341.625,1102.500
2024-08-16T06:01:15Z,031,12,0,241,2,100.00,4.25,21.48,89.15,42.9698,2.9698,0.9281,0.3248,0.6032,0.3712,0.3248,0.0464,0.0464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6667,10.0000,10.6667,20.6667,5.00,4.310,22.20,87.62,7.407,19.412,35.396,589,35.00,59.00,61.00,29.00,46.00,55.00,5943.00,1692.00,389.00,25.00,2.00,0.00,0.000,26.000,3303.375,0.000,3303.375,3303.719,1138.719,1702.156,3298.688,780.688,1104.000
2024-08-16T06:01:50Z,031,12,0,243,1,100.00,4.30,21.50,89.63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194978.50,3.700,22.20,87.43,0.000,0.000,0.000,591,35.00,54.00,55.00,28.00,44.00,52.00,5457.00,1576.00,353.00,21.00,1.00,1.00,1.637,0.000,3303.375,0.000,3303.219,3303.719,1358.000,1711.125,3298.688,1027.719,1116.375
2024-08-16T06:02:17Z,031,12,0,243,1,100.00,4.26,21.48,89.89,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194979.00,3.700,22.47,86.81,0.000,0.000,0.000,591,43.00,66.00,69.00,32.00,49.00,59.00,6870.00,1981.00,461.00,25.00,1.00,0.00,0.968,107.000,3303.375,0.094,3303.375,3303.750,1480.719,1703.250,3289.375,1610.625,1119.375
2024-08-16T06:02:22Z,031,12,0,241,2,100.00,4.24,21.50,89.92,78.7459,4.4224,1.9142,0.6601,0.9241,0.9901,0.3300,0.0660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3333,12.0000,13.6667,18.0000,5.00,3.030,22.68,86.50,13.447,32.983,93.904,590,48.00,75.00,77.00,34.00,52.00,64.00,7539.00,2189.00,506.00,37.00,1.00,0.00,0.450,0.000,3303.375,0.062,3303.188,3303.656,1512.469,1699.125,2925.500,1629.812,1116.750
2024-08-16T06:02:45Z,031,12,0,243,1,100.00,4.27,21.51,90.12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194979.00,3.700,22.70,86.21,0.000,0.000,0.000,589,44.00,63.00,67.00,31.00,47.00,58.00,7038.00,1992.00,417.00,32.00,5.00,1.00,0.323,62.000,3303.188,0.156,3303.188,3303.562,1554.344,1701.000,2298.000,1581.375,1124.219
2024-08-16T06:03:38Z,031,12,0,243,1,100.00,4.26,21.50,90.26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194979.00,3.700,22.68,86.28,0.000,0.000,0.000,590,41.00,64.00,66.00,31.00,48.00,58.00,6759.00,1906.00,420.00,32.00,2.00,1.00,0.968,0.000,3303.375,0.094,3303.281,3303.719,1544.062,1714.531,2101.812,1571.469,1135.688
2024-08-16T06:04:02Z,031,12,0,243,1,100.00,4.25,21.51,90.37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194979.00,3.700,22.88,85.78,0.000,0.000,0.000,591,35.00,56.00,56.00,28.00,45.00,52.00,6123.00,1690.00,400.00,19.00,0.00,0.00,0.967,0.000,3303.375,0.094,3303.188,3303.562,1576.500,1707.375,1895.469,1575.188,1133.906
2024-08-16T06:04:07Z,031,12,0,241,2,100.00,4.24,21.54,90.37,46.5347,2.9043,1.1221,0.7261,0.5941,0.4620,0.3960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3333,11.0000,13.3333,0.0000,5.00,3.030,23.02,85.47,8.352,21.637,30.433,589,27.00,45.00,47.00,24.00,39.00,46.00,4842.00,1344.00,322.00,17.00,3.00,0.00,1.351,0.000,3303.375,0.094,3303.219,3303.562,1591.188,1702.688,1852.969,1590.062,1133.625
